filename	acq_time	operator	randstr
func/sub-01_ses-action01_task-action_run-01_bold.nii.gz	2021-09-16T13:03:20.350000	n/a	6967debd
func/sub-01_ses-action01_task-action_run-02_bold.nii.gz	2021-09-16T13:09:13	n/a	77f64f18
func/sub-01_ses-action01_task-action_run-03_bold.nii.gz	2021-09-16T13:15:02.537500	n/a	2d871b1a
func/sub-01_ses-action01_task-action_run-04_bold.nii.gz	2021-09-16T13:20:49.812500	n/a	63451e9c
func/sub-01_ses-action01_task-action_run-05_bold.nii.gz	2021-09-16T13:26:36.617500	n/a	b0c31064
func/sub-01_ses-action01_task-action_run-06_bold.nii.gz	2021-09-16T13:32:23.832500	n/a	2d7cbaeb
fmap/sub-01_ses-action01_run-01_magnitude1.nii.gz	2021-09-16T13:38:09.050000	n/a	5fb3312f
fmap/sub-01_ses-action01_run-01_magnitude2.nii.gz	2021-09-16T13:38:09.050000	n/a	5fb3312f
fmap/sub-01_ses-action01_run-01_phasediff.nii.gz	2021-09-16T13:38:09.772500	n/a	9e7ea0c9
func/sub-01_ses-action01_task-action_run-07_bold.nii.gz	2021-09-16T13:40:57.745000	n/a	f5da706e
func/sub-01_ses-action01_task-action_run-08_bold.nii.gz	2021-09-16T13:46:40.040000	n/a	e5ae9db8
func/sub-01_ses-action01_task-action_run-09_bold.nii.gz	2021-09-16T13:52:25.212500	n/a	bdbd399d
func/sub-01_ses-action01_task-action_run-10_bold.nii.gz	2021-09-16T13:58:08.440000	n/a	1cbb8c88
func/sub-01_ses-action01_task-action_run-11_bold.nii.gz	2021-09-16T14:03:50.960000	n/a	d38948e2
func/sub-01_ses-action01_task-action_run-12_bold.nii.gz	2021-09-16T14:09:32.625000	n/a	577dfdad
